0000049,088
0000050,088
0000051,088
0000052,087
0000053,087
0000054,087
0000055,086
0000056,086
0000057,086
0000058,086
0000059,086
0000060,086
0000061,086
0000062,085
0000063,085
0000064,085
0000065,085
0000066,085
0000067,085
0000068,083
0000069,083
0000070,083
0000071,082
0000072,082
0000073,082
0000074,082
0000075,082
0000076,082
0000077,082
0000078,081
0000079,081
0000080,081
0000081,081
0000082,081
0000083,081
0000084,080
0000085,080
0000086,080
0000087,080
0000088,080
0000089,080
0000090,079
0000091,079
0000092,079
0000093,079
0000094,079
0000095,079
0000096,078
0000097,078
0000098,078
0000099,078
0000100,077
0000101,077
0000102,077
0000103,078
0000104,078
0000105,078
0000106,077
0000107,077
0000108,077
0000109,077
0000110,077
0000111,077
0000112,077
0000113,077
0000114,077
0000115,077
0000116,077
0000117,077
0000118,077
0000119,077
0000120,077
0000121,077
0000122,077
0000123,077
0000124,077
0000125,077
0000126,077
0000127,077
0000128,078
0000129,078
0000130,078
0000131,079
0000132,079
0000133,079
0000134,079
0000135,079
0000136,079
0000137,080
0000138,080
0000139,080
0000140,080
0000141,081
0000142,081
0000143,081
0000144,081
0000145,081
0000146,081
0000147,080
0000148,080
0000149,080
0000150,080
0000151,080
0000152,080
0000153,080
0000154,080
0000155,080
0000156,078
0000157,078
0000158,078
0000159,077
0000160,077
0000161,077
0000162,077
0000163,077
0000164,077
0000165,077
0000166,077
0000167,077
0000168,077
0000169,077
0000170,077
0000171,077
0000172,076
0000173,076
0000174,076
0000175,075
0000176,075
0000177,075
0000178,073
0000179,073
0000180,073
0000181,073
0000182,073
0000183,073
0000184,073
0000185,071
0000186,071
0000187,071
0000188,070
