15:01:23.525,0000049,088
15:01:23.826,0000050,088
15:01:24.155,0000051,088
15:01:24.471,0000052,087
15:01:24.786,0000053,087
15:01:25.131,0000054,087
15:01:25.461,0000055,086
15:01:25.746,0000056,086
15:01:26.076,0000057,086
15:01:26.391,0000058,086
15:01:26.706,0000059,086
15:01:27.021,0000060,086
15:01:27.351,0000061,086
15:01:27.666,0000062,085
15:01:27.981,0000063,085
15:01:28.311,0000064,085
15:01:28.626,0000065,085
15:01:28.941,0000066,085
15:01:29.271,0000067,085
15:01:29.586,0000068,083
15:01:29.901,0000069,083
15:01:30.232,0000070,083
15:01:30.546,0000071,082
15:01:30.861,0000072,082
15:01:31.206,0000073,082
15:01:31.521,0000074,082
15:01:31.820,0000075,082
15:01:32.151,0000076,082
15:01:32.467,0000077,082
15:01:32.781,0000078,081
15:01:33.111,0000079,081
15:01:33.426,0000080,081
15:01:33.756,0000081,081
15:01:34.071,0000082,081
15:01:34.386,0000083,081
15:01:34.716,0000084,080
15:01:35.031,0000085,080
15:01:35.345,0000086,080
15:01:35.676,0000087,080
15:01:35.991,0000088,080
15:01:36.306,0000089,080
15:01:36.636,0000090,079
15:01:36.952,0000091,079
15:01:37.267,0000092,079
15:01:37.597,0000093,079
15:01:37.911,0000094,079
15:01:38.227,0000095,079
15:01:38.542,0000096,078
15:01:38.872,0000097,078
15:01:39.187,0000098,078
15:01:39.501,0000099,078
15:01:39.832,0000100,077
15:01:40.146,0000101,077
15:01:40.462,0000102,077
15:01:40.791,0000103,078
15:01:41.107,0000104,078
15:01:41.421,0000105,078
15:01:41.751,0000106,077
15:01:42.067,0000107,077
15:01:42.381,0000108,077
15:01:42.712,0000109,077
15:01:43.027,0000110,077
15:01:43.341,0000111,077
15:01:43.672,0000112,077
15:01:43.988,0000113,077
15:01:44.302,0000114,077
15:01:44.631,0000115,077
15:01:44.963,0000116,077
15:01:45.262,0000117,077
15:01:45.591,0000118,077
15:01:45.906,0000119,077
15:01:46.237,0000120,077
15:01:46.552,0000121,077
15:01:46.867,0000122,077
15:01:47.197,0000123,077
15:01:47.512,0000124,077
15:01:47.826,0000125,077
15:01:48.142,0000126,077
15:01:48.470,0000127,077
15:01:48.785,0000128,078
15:01:49.115,0000129,078
15:01:49.415,0000130,078
15:01:49.745,0000131,079
15:01:50.061,0000132,079
15:01:50.375,0000133,079
15:01:50.735,0000134,079
15:01:51.020,0000135,079
15:01:51.336,0000136,079
15:01:51.666,0000137,080
15:01:51.982,0000138,080
15:01:52.312,0000139,080
15:01:52.627,0000140,080
15:01:52.943,0000141,081
15:01:53.257,0000142,081
15:01:53.587,0000143,081
15:01:53.902,0000144,081
15:01:54.232,0000145,081
15:01:54.546,0000146,081
15:01:54.861,0000147,080
15:01:55.192,0000148,080
15:01:55.507,0000149,080
15:01:55.837,0000150,080
15:01:56.151,0000151,080
15:01:56.466,0000152,080
15:01:56.796,0000153,080
15:01:57.111,0000154,080
15:01:57.427,0000155,080
15:01:57.757,0000156,078
15:01:58.072,0000157,078
15:01:58.387,0000158,078
15:01:58.702,0000159,077
15:01:59.016,0000160,077
15:01:59.346,0000161,077
15:01:59.677,0000162,077
15:01:59.977,0000163,077
15:02:00.307,0000164,077
15:02:00.622,0000165,077
15:02:00.937,0000166,077
15:02:01.282,0000167,077
15:02:01.582,0000168,077
15:02:01.897,0000169,077
15:02:02.227,0000170,077
15:02:02.541,0000171,077
15:02:02.871,0000172,076
15:02:03.185,0000173,076
15:02:03.502,0000174,076
15:02:03.832,0000175,075
15:02:04.145,0000176,075
15:02:04.463,0000177,075
15:02:04.792,0000178,073
15:02:05.108,0000179,073
15:02:05.422,0000180,073
15:02:05.750,0000181,073
15:02:06.065,0000182,073
15:02:06.380,0000183,073
15:02:06.710,0000184,073
15:02:07.025,0000185,071
15:02:07.340,0000186,071
15:02:07.672,0000187,071
15:02:07.986,0000188,070
